UserID,CourseCategory,TimeSpentOnCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,DeviceType,CourseCompletion,,Price ($),Platform,,num_reviews,created,,published_time,,num_subscribers
1676,Arts,44.46389515,16,10,51.70151787,53.4007077,0,0,,62.53261867,LinkedIn Learning,,10725,2015-06-25T00:17:12Z,,2015-11-09T19:03:20Z,,39873
4931,Business,79.92671793,18,3,82.85158828,69.0396978,1,1,,66.79180201,edX,,10671,2013-12-29T13:38:01Z,,2013-12-31T16:51:18Z,,27681
1847,Programming,66.2353366,3,4,54.64263659,59.14613931,1,0,,171.6794593,LinkedIn Learning,,10470,2015-07-12T08:42:47Z,,2017-10-13T23:40:33Z,,33319
6083,Health,27.30889124,17,3,90.02120477,7.434988156,0,0,,161.3441399,Coursera,,10288,2017-01-31T21:07:05Z,,2017-05-02T05:34:33Z,,158654
2263,Health,30.33845961,11,10,85.91852407,94.54929862,0,1,,158.7398558,edX,,10102,2017-10-27T17:37:21Z,,2017-12-23T00:00:51Z,,29061
8788,Arts,55.99522788,19,7,89.28612561,12.96914632,0,0,,153.0854346,Udemy,,10059,2017-09-03T23:02:55Z,,2017-09-06T00:26:18Z,,28937
4546,Arts,26.02152421,7,8,81.67770399,33.32047027,0,1,,26.08560804,Udemy,,9631,2016-11-09T09:29:12Z,,2016-11-09T20:35:14Z,,72406
6675,Arts,46.16776436,20,5,57.51320694,67.48314094,0,1,,119.0529468,Udemy,,9594,2019-02-28T23:37:10Z,,2019-03-18T14:09:54Z,,20978
4345,Arts,14.96492015,9,6,96.20605086,35.90245247,0,0,,36.01294134,Udemy,,9520,2013-12-29T15:38:47Z,,2013-12-31T16:52:41Z,,34296
7918,Science,23.37186008,12,1,74.71747174,60.72715873,1,1,,41.32893327,Udemy,,9195,2015-02-11T21:54:08Z,,2015-03-12T21:02:30Z,,39816
3267,Science,35.09837658,13,6,53.80004945,42.34052102,1,0,,130.0509138,Udemy,,9196,2018-07-16T19:50:59Z,,2018-07-21T15:50:46Z,,62384
4926,Business,74.53035551,2,7,79.58932418,79.9266508,1,1,,172.9007027,Coursera,,9107,2013-04-07T19:54:50Z,,2013-04-07T21:39:25Z,,79955
3405,Programming,90.28199333,19,3,85.75798293,47.14835242,0,0,,117.9277116,Udemy,,9081,2018-03-13T13:53:00Z,,2018-03-24T00:31:02Z,,47394
99,Business,96.4276852,7,0,70.1843425,15.54444396,1,0,,140.6416587,LinkedIn Learning,,8925,2015-12-03T05:29:11Z,,2016-01-08T05:53:02Z,,32818
911,Science,11.44585099,6,8,82.99278191,55.47063349,1,0,,192.025062,edX,,8915,2015-06-24T19:26:51Z,,2015-07-06T22:57:35Z,,16511
8895,Health,21.12566599,7,10,67.06323236,5.09487116,1,1,,149.5605011,Coursera,,8591,2014-01-18T21:25:45Z,,2014-04-15T03:57:54Z,,64080
2218,Business,94.96213323,13,8,96.74738135,80.81611526,1,1,,106.1845841,LinkedIn Learning,,8122,2017-09-20T01:52:34Z,,2017-10-05T21:48:23Z,,21305
3435,Science,87.24751759,0,9,60.12098346,5.944659811,1,0,,74.36455282,Udemy,,7815,2017-06-26T15:43:28Z,,2017-06-28T23:58:28Z,,44484
3763,Programming,20.01215736,1,2,66.3330808,43.60312453,0,0,,187.1604617,Udemy,,7693,2015-07-15T20:53:54Z,,2015-11-30T16:34:29Z,,39537
4190,Health,76.08711898,16,10,69.87188423,5.123885112,1,0,,34.62950132,LinkedIn Learning,,7641,2017-09-09T22:00:14Z,,2017-09-10T01:00:26Z,,29095
8217,Programming,89.88527688,2,3,89.94464524,78.47655174,1,0,,37.39828556,edX,,7448,2017-02-21T02:56:28Z,,2017-04-12T21:44:10Z,,33408
3823,Science,36.58505759,13,7,78.47425985,85.52357567,0,1,,58.63620103,Udemy,,7362,2015-11-05T12:37:43Z,,2015-11-10T23:42:18Z,,36326
3275,Health,68.03111522,13,0,96.94199526,5.101374457,0,0,,120.0132196,Udemy,,7246,2013-10-24T18:32:20Z,,2013-11-03T02:49:25Z,,22106
2106,Arts,3.34791967,8,4,96.5488673,27.99187973,1,0,,176.5106665,Udemy,,7186,2018-03-14T14:33:22Z,,2018-04-07T21:28:23Z,,25057
7257,Arts,9.739541104,15,1,70.99381545,61.79129347,0,0,,51.57318854,LinkedIn Learning,,6797,2016-12-02T21:15:27Z,,2017-04-20T16:18:56Z,,22558
8001,Programming,31.21067472,4,8,72.95086264,94.86525764,0,1,,193.1208954,Coursera,,6623,2014-05-09T17:07:12Z,,2014-05-11T20:30:02Z,,28717
3399,Programming,84.69650097,15,7,90.25993655,44.68531008,1,1,,131.041469,Coursera,,6471,2015-04-05T14:20:02Z,,2015-11-04T21:37:49Z,,26929
3108,Arts,41.54232955,7,2,59.47520889,93.94135863,0,0,,147.5990096,LinkedIn Learning,,6401,2015-11-17T13:49:22Z,,2015-11-25T20:06:47Z,,12728
8761,Arts,3.529192711,13,9,85.73436748,5.514118168,0,1,,132.7263803,Udemy,,6325,2017-09-19T16:31:09Z,,2017-09-25T16:08:48Z,,16778
8781,Arts,32.63535722,10,4,74.75876252,70.11965166,1,1,,66.08651922,edX,,6195,2015-10-14T07:16:07Z,,2015-10-22T00:03:48Z,,37953
722,Arts,49.57074401,10,10,77.69134097,18.70101131,0,1,,124.259587,Coursera,,6134,2016-12-11T02:00:32Z,,2017-03-02T23:08:11Z,,17598
3062,Business,80.15828577,2,5,79.20527515,19.1332334,1,0,,73.04622646,LinkedIn Learning,,6088,2017-06-07T20:18:45Z,,2018-03-26T16:53:53Z,,25039
3097,Arts,45.68233579,12,10,91.9917429,78.91486549,0,1,,22.41420518,Coursera,,6075,2018-06-20T13:59:20Z,,2018-06-26T02:20:36Z,,15059
8491,Programming,38.49037567,17,8,63.13736293,78.86536604,0,0,,19.69558927,Udemy,,5893,2018-03-08T23:48:30Z,,2018-03-26T23:28:06Z,,36650
6314,Arts,53.58868063,0,3,51.60486976,47.47055356,1,0,,101.228615,Udemy,,5761,2015-09-16T17:43:54Z,,2015-09-28T18:26:32Z,,26292
6438,Health,56.17716141,9,8,97.27643295,32.06852076,1,1,,74.33345957,edX,,5763,2018-04-23T17:07:41Z,,2018-05-04T19:32:32Z,,25820
6829,Science,9.858359915,8,9,60.66942413,25.4900912,1,0,,11.29532734,Udemy,,5642,2016-05-13T20:27:28Z,,2017-07-05T22:18:09Z,,25649
5191,Health,5.971099024,14,9,60.65079917,38.47144617,1,0,,198.4739737,Udemy,,5650,2017-09-16T13:15:51Z,,2017-09-21T00:42:38Z,,15826
4114,Programming,94.78114799,14,4,87.7822514,15.98581756,0,1,,52.21828639,Udemy,,5506,2017-06-05T22:36:53Z,,2017-10-26T17:40:17Z,,42583
8979,Programming,56.22753106,18,0,96.62762884,64.02928474,1,1,,114.8859558,LinkedIn Learning,,5466,2017-10-01T03:05:26Z,,2017-10-06T17:29:07Z,,11077
7288,Health,96.93228339,2,4,59.31723336,27.12688424,1,0,,118.5280051,Udemy,,5474,2015-10-06T18:55:26Z,,2017-09-13T00:08:15Z,,21249
558,Health,53.21818991,3,7,97.00846595,93.15020403,1,1,,16.15346862,Udemy,,5435,2018-09-18T18:49:19Z,,2018-11-19T13:20:20Z,,11820
6635,Science,27.87460564,20,9,89.02223858,28.45747766,0,1,,167.4529671,LinkedIn Learning,,5350,2017-10-19T09:16:41Z,,2017-11-09T20:46:33Z,,19352
993,Science,36.95572325,7,4,70.54541634,12.21204794,1,1,,161.4640505,LinkedIn Learning,,5177,2017-09-10T17:27:53Z,,2017-10-13T23:18:12Z,,13396
2822,Programming,13.33680656,18,1,77.61432969,36.65234427,1,0,,184.0420408,Coursera,,5148,2017-01-03T12:23:27Z,,2017-02-05T15:24:33Z,,23854
1242,Health,14.21803958,18,10,91.70042042,69.64615577,0,1,,91.2348371,edX,,5018,2017-09-21T04:50:25Z,,2017-12-27T18:48:42Z,,87181
6073,Business,67.7494196,7,4,52.16892645,66.05835424,0,1,,71.50689393,LinkedIn Learning,,4960,2013-12-04T18:15:31Z,,2013-12-22T05:16:56Z,,40950
6017,Health,95.93155588,12,5,52.04329207,59.76003664,0,0,,49.68422636,LinkedIn Learning,,4903,2015-06-29T17:52:15Z,,2015-08-12T20:37:12Z,,16937
6123,Health,22.77349707,5,2,65.43816473,76.96820347,1,0,,30.30192542,Udemy,,4881,2013-02-24T14:47:08Z,,2013-02-25T11:36:06Z,,28932
4506,Business,53.87606732,11,7,87.50740176,95.55933225,1,1,,151.6634196,Coursera,,4857,2014-11-04T11:52:30Z,,2015-03-06T21:23:50Z,,35638
4899,Health,42.09273477,9,2,75.59385543,43.52847751,1,0,,65.44758433,LinkedIn Learning,,4849,2017-08-02T16:03:09Z,,2017-10-17T20:59:30Z,,22310
8938,Health,40.39807727,7,4,53.40800298,48.79359049,1,1,,195.4840966,LinkedIn Learning,,4837,2017-03-30T10:36:22Z,,2017-04-17T20:38:07Z,,18460
4891,Health,65.03376037,19,7,74.62656494,35.43404017,0,1,,147.676977,LinkedIn Learning,,4811,2015-01-02T20:25:42Z,,2015-01-31T15:34:05Z,,25454
7310,Business,2.34683515,4,2,88.32572286,61.3281891,0,0,,40.30597843,edX,,4798,2016-03-29T00:06:33Z,,2016-03-30T04:30:37Z,,21995
4045,Science,67.12543981,3,10,60.79363236,67.46767279,1,0,,129.4494523,LinkedIn Learning,,4763,2015-01-27T02:46:45Z,,2015-06-23T00:16:42Z,,14661
2277,Health,32.55102847,4,7,50.52054933,26.33547284,1,0,,107.4242843,edX,,4733,2017-09-26T15:20:06Z,,2017-11-13T18:58:35Z,,15327
6089,Health,33.22142988,10,0,71.02668604,69.5596006,1,1,,134.2793139,LinkedIn Learning,,4619,2016-05-17T18:11:06Z,,2016-06-08T14:43:48Z,,26377
3329,Health,3.608385887,12,6,73.87502611,71.47113345,0,1,,41.09502688,Coursera,,4616,2018-10-20T09:02:44Z,,2018-10-25T15:21:09Z,,17036
3523,Health,81.13784775,9,4,52.54791884,71.03879989,1,1,,151.3538899,LinkedIn Learning,,4579,2014-10-27T16:27:34Z,,2014-11-05T21:07:38Z,,27653
2174,Arts,75.48784292,1,5,51.79377826,24.74935071,1,0,,48.50749427,Udemy,,4554,2017-10-18T22:43:13Z,,2018-01-10T18:08:15Z,,14692
5297,Arts,60.93463682,20,9,81.58560513,29.00188365,1,1,,186.9301453,Coursera,,4508,2017-04-07T20:49:38Z,,2017-04-23T20:36:21Z,,17167
5485,Science,1.776647203,11,7,50.78057333,59.47934717,0,0,,199.6912372,Udemy,,4466,2014-09-16T17:22:18Z,,2014-12-01T02:24:48Z,,15562
1181,Business,55.29169274,19,2,81.43226203,79.31814213,1,1,,161.2504069,edX,,4412,2018-09-18T00:41:53Z,,2018-10-17T00:58:24Z,,13693
1484,Programming,54.17976284,9,2,73.66606453,35.74695918,1,0,,161.8398535,Coursera,,4361,2015-04-13T17:26:15Z,,2015-04-19T18:56:33Z,,24449
2556,Programming,19.43033854,18,6,63.98131738,51.22714861,1,0,,140.4725404,LinkedIn Learning,,4345,2016-05-23T00:32:33Z,,2016-06-09T22:55:19Z,,16519
3106,Health,36.68583989,9,3,97.01783572,79.00436169,0,1,,45.96751996,Coursera,,4303,2016-08-27T15:47:51Z,,2017-01-12T05:40:25Z,,18774
4135,Health,15.08633564,18,2,77.47082149,86.6319592,1,0,,193.1852432,edX,,4297,2017-10-31T11:28:54Z,,2017-11-06T16:32:58Z,,25911
7417,Health,9.880230404,2,5,52.14262839,42.92665418,0,0,,166.7803258,Coursera,,4290,2017-09-27T03:12:22Z,,2017-10-03T22:28:42Z,,13088
7376,Health,57.10007792,16,1,98.43352614,95.6480703,0,1,,99.32185685,Udemy,,4240,2016-11-28T19:40:19Z,,2016-12-06T21:42:29Z,,26338
5110,Business,22.17836418,0,9,68.00077698,88.49886057,0,0,,145.435794,Coursera,,4166,2016-01-30T01:19:01Z,,2016-02-03T17:10:31Z,,17983
4069,Health,87.55093579,9,0,86.94631148,89.25673969,0,1,,131.1458276,LinkedIn Learning,,4163,2015-11-09T20:55:22Z,,2015-12-20T00:46:28Z,,26047
7560,Health,16.89522327,14,9,68.57645327,48.34825924,0,0,,140.0235426,Coursera,,4132,2015-02-24T04:20:48Z,,2016-05-10T20:00:11Z,,9995
5813,Arts,90.9050736,19,8,78.78184188,46.47547352,0,1,,44.22552403,edX,,4073,2017-01-02T23:22:37Z,,2017-01-04T22:36:54Z,,22578
3596,Programming,48.76269557,17,4,67.40102538,41.64978118,1,0,,142.8924571,edX,,3914,2015-04-21T21:16:58Z,,2015-04-24T21:42:36Z,,27968
7467,Business,64.23361747,19,7,96.1427774,6.182249654,1,1,,93.71306219,LinkedIn Learning,,3869,2016-08-29T01:30:32Z,,2016-11-07T17:49:53Z,,17839
8171,Arts,1.334505834,8,5,89.37415887,49.23327199,1,0,,179.2380734,Udemy,,3868,2018-01-04T17:51:14Z,,2018-01-08T16:37:10Z,,10964
2981,Arts,6.258941796,19,5,97.95822687,17.25951474,0,0,,56.71558801,LinkedIn Learning,,3855,2015-08-17T06:32:51Z,,2015-09-14T21:17:22Z,,6978
345,Business,24.68189772,4,10,76.06499392,30.62257035,1,0,,25.85817145,LinkedIn Learning,,3846,2017-06-21T18:44:47Z,,2017-07-20T16:18:38Z,,9245
6748,Health,18.13941848,0,0,62.81103981,82.11963631,1,0,,100.9147262,LinkedIn Learning,,3845,2015-11-22T15:57:44Z,,2016-01-18T19:08:24Z,,12904
1314,Programming,10.05681284,10,8,75.41040875,25.95653092,0,0,,96.45921533,Coursera,,3824,2017-12-20T18:23:30Z,,2018-01-18T18:26:22Z,,13754
6719,Programming,84.14609769,15,5,73.70656959,62.54344522,1,1,,147.9388244,edX,,3754,2016-04-07T08:12:36Z,,2016-07-04T22:11:43Z,,15445
5307,Arts,9.742959401,9,7,62.05238625,55.88842511,0,0,,196.0356673,Coursera,,3742,2017-11-27T20:24:29Z,,2017-12-22T23:24:35Z,,17226
7593,Business,35.96228583,4,0,86.88619783,73.97925765,1,0,,22.67852735,Coursera,,3672,2016-12-12T20:40:18Z,,2017-01-05T05:07:09Z,,12864
5817,Arts,3.440949515,0,6,87.1742088,49.40500869,0,0,,45.67403425,Coursera,,3665,2015-05-21T18:37:09Z,,2015-05-28T18:58:04Z,,16218
6649,Science,25.47029971,0,9,51.52728969,72.11856515,1,0,,77.51620906,LinkedIn Learning,,3668,2016-10-16T17:23:34Z,,2016-10-18T00:51:59Z,,20258
4175,Health,15.34496727,6,8,90.62201202,63.37961431,0,1,,166.5038081,LinkedIn Learning,,3657,2017-03-09T14:14:40Z,,2017-03-27T16:44:07Z,,12506
7581,Business,54.18360976,20,6,65.73490412,65.10002248,0,1,,50.06485858,Udemy,,3642,2017-06-19T00:48:19Z,,2017-09-26T19:55:31Z,,16016
2797,Programming,14.45272886,13,3,99.01323751,4.446850552,0,0,,171.9066718,Coursera,,3626,2015-04-23T08:47:20Z,,2015-06-09T17:14:43Z,,23044
6528,Arts,94.65421714,4,10,67.77543537,3.436823241,0,0,,68.72902874,edX,,3587,2017-03-07T03:59:39Z,,2017-11-11T17:01:46Z,,21310
589,Science,9.68404653,18,0,61.66858157,38.78834401,0,0,,146.538054,Udemy,,3586,2014-07-13T10:42:51Z,,2014-10-12T21:19:11Z,,28811
318,Business,11.82623441,6,2,61.1212341,61.65013488,1,0,,52.93608096,Coursera,,3589,2016-08-30T22:09:14Z,,2016-10-04T16:43:38Z,,6153
1051,Science,89.88178483,18,1,73.09700978,61.85231898,0,1,,187.2706358,edX,,3576,2018-07-08T03:58:32Z,,2018-11-13T01:44:00Z,,77373
1849,Science,87.28302239,15,10,85.94521317,43.98920715,1,1,,135.8054934,Coursera,,3563,2014-08-22T14:02:57Z,,2014-09-12T19:44:01Z,,13819
7463,Business,19.26897002,0,6,69.5794403,10.80667398,0,0,,126.0559592,Coursera,,3557,2016-01-24T00:13:07Z,,2016-06-15T23:45:51Z,,16756
8890,Health,13.02281896,11,6,75.8277223,3.193659353,0,0,,58.20599314,Udemy,,3543,2015-09-22T20:44:15Z,,2015-09-24T20:38:46Z,,15174
8208,Business,88.99990603,11,6,69.62323915,91.94907791,0,1,,189.9778561,Udemy,,3517,2017-09-09T21:03:14Z,,2017-11-15T19:44:51Z,,11405
2446,Science,72.50880566,15,7,91.56188149,89.70828922,1,1,,36.59181349,Coursera,,3430,2017-01-03T11:09:31Z,,2017-01-27T20:18:00Z,,11653
7874,Arts,15.18769359,8,5,51.38141497,52.16741694,0,0,,111.6411159,Udemy,,3422,2016-07-20T15:56:41Z,,2016-07-21T21:17:02Z,,7453
5954,Business,17.97978677,6,2,67.17301885,71.79811032,0,0,,68.911119,edX,,3401,2018-07-12T07:13:26Z,,2018-07-24T15:02:46Z,,14644
282,Health,87.26202564,3,7,70.86462689,95.534498,0,1,,155.8824849,edX,,3394,2013-11-26T22:36:58Z,,2013-12-17T01:22:21Z,,28894
5126,Health,10.47120233,8,9,76.52730197,72.8472535,1,1,,33.99094812,edX,,3372,2016-08-18T08:54:49Z,,2016-08-25T16:34:30Z,,9475
8522,Programming,29.24110253,6,10,76.85944198,33.77082088,0,1,,156.998098,Coursera,,3356,2018-02-07T02:40:22Z,,2018-03-01T15:49:32Z,,14308
2478,Business,29.44570299,7,6,85.18513763,26.15809962,0,1,,184.0299691,LinkedIn Learning,,3348,2015-10-20T18:05:04Z,,2016-01-13T17:29:14Z,,83126
8839,Science,34.1773024,20,6,98.48392742,69.34892469,0,1,,39.88861173,LinkedIn Learning,,3344,2019-01-04T06:43:02Z,,2019-03-20T23:28:43Z,,18802
5217,Business,26.82003429,8,4,84.1227064,72.65406917,1,1,,11.5432028,Coursera,,3339,2018-04-04T08:39:28Z,,2018-05-23T20:55:38Z,,15542
2844,Programming,1.688801143,5,8,86.521036,18.25010182,1,0,,17.38272376,LinkedIn Learning,,3328,2014-10-07T01:57:11Z,,2016-01-05T01:15:43Z,,13530
7584,Arts,52.14878567,2,7,88.28163858,79.30162112,0,1,,151.8383028,LinkedIn Learning,,3305,2016-09-21T02:58:47Z,,2016-10-16T19:24:24Z,,24847
3202,Arts,99.75386082,19,4,70.54991868,24.97061486,1,1,,48.89951908,Udemy,,3290,2015-04-20T18:52:36Z,,2015-04-29T22:05:06Z,,13712
1157,Programming,46.99369368,0,7,62.52451095,57.05490847,0,0,,78.28145975,Udemy,,3270,2018-01-07T03:36:32Z,,2018-01-16T16:50:09Z,,9876
3066,Business,83.31024557,4,1,93.29728091,95.83785631,0,0,,69.59067444,Udemy,,3262,2017-08-15T19:54:54Z,,2017-09-23T03:08:15Z,,8111
7054,Business,52.25632505,9,0,86.32073432,46.5225013,1,0,,158.726288,LinkedIn Learning,,3270,2019-03-28T21:20:33Z,,2019-04-11T14:05:01Z,,7556
3998,Health,84.48990313,0,9,96.16317483,84.7702605,0,1,,27.47558399,LinkedIn Learning,,3242,2016-07-24T01:21:55Z,,2016-08-07T22:19:02Z,,10924
4030,Programming,61.03931978,13,6,67.99691586,42.08148502,1,0,,32.96876481,edX,,3217,2015-12-13T20:44:25Z,,2016-03-31T18:22:30Z,,16406
1963,Health,55.67000574,11,9,89.06386077,46.99548634,0,1,,192.8443172,edX,,3200,2019-01-07T21:33:22Z,,2019-02-04T00:54:10Z,,14958
3738,Programming,1.566372223,8,4,51.88603763,50.95618641,0,0,,115.2690274,Udemy,,3177,2016-04-29T14:16:02Z,,2016-10-24T19:40:12Z,,19166
7945,Programming,89.54459552,15,2,98.24105899,94.6667807,0,1,,126.2947658,Udemy,,3159,2017-10-07T10:25:37Z,,2017-10-10T23:13:10Z,,12244
8455,Arts,87.74610602,20,8,81.89673529,36.68965169,0,0,,190.31437,edX,,3116,2015-08-03T12:46:12Z,,2015-08-12T19:23:29Z,,28744
8214,Health,23.91222642,20,10,56.91001467,47.89633475,1,0,,135.5832485,Udemy,,3108,2015-12-15T17:20:39Z,,2016-05-02T21:33:30Z,,23932
8149,Programming,74.86889988,10,1,68.90288142,1.174689522,1,0,,113.6993751,edX,,3102,2017-09-20T09:14:10Z,,2017-10-10T19:01:08Z,,7916
7064,Programming,93.96904918,20,7,83.41377335,87.83881743,0,1,,86.09675626,LinkedIn Learning,,3092,2015-06-11T13:30:29Z,,2016-06-14T18:02:44Z,,8188
2511,Business,82.16694661,14,2,96.60884975,40.20975129,0,0,,102.181001,Udemy,,3072,2017-09-18T12:10:18Z,,2017-09-29T18:06:52Z,,7633
6128,Programming,52.16325887,19,4,95.98129002,80.38279316,1,1,,139.1535781,edX,,3058,2015-05-21T02:22:41Z,,2015-06-16T18:09:38Z,,13004
5403,Business,35.14402824,19,4,63.49601427,64.20498939,0,1,,142.4713849,Coursera,,3048,2016-09-08T10:25:49Z,,2016-11-14T16:18:11Z,,9522
8091,Health,47.13434792,18,0,56.78676538,60.60176961,1,0,,140.5378257,LinkedIn Learning,,3024,2018-04-29T10:45:33Z,,2018-05-03T20:19:59Z,,8861
3260,Arts,64.53576504,14,9,87.73876956,93.15762948,0,1,,124.6537662,LinkedIn Learning,,2985,2016-03-10T23:17:44Z,,2016-04-01T05:40:55Z,,8109
4293,Health,4.179855851,15,6,64.88753847,20.90977296,1,0,,167.6381022,Udemy,,2949,2016-04-13T18:41:50Z,,2016-04-21T15:00:43Z,,7182
4848,Health,40.62169046,12,9,88.86203517,9.453955461,1,1,,99.34477818,Coursera,,2935,2016-09-27T07:25:24Z,,2016-10-25T16:14:51Z,,25334
5952,Business,11.38897885,9,9,73.44069099,39.97866279,0,0,,52.37733877,LinkedIn Learning,,2935,2018-04-24T14:52:28Z,,2018-04-27T20:05:15Z,,5495
6656,Science,4.439472446,8,10,98.49116689,20.70846545,1,0,,170.1905762,Udemy,,2935,2017-11-03T08:50:29Z,,2017-11-07T17:07:28Z,,20336
7984,Programming,25.49930522,4,10,77.37668843,8.998963192,0,0,,14.37082606,Udemy,,2940,2019-05-06T17:48:01Z,,2020-03-31T20:29:58Z,,7346
7837,Arts,21.1128438,2,4,84.67030689,93.70550941,0,1,,95.13332905,LinkedIn Learning,,2909,2016-12-22T22:38:23Z,,2017-01-13T22:51:38Z,,8502
